owner,name,url,stars,createdAt,idade_dias,updatedAt,dias_desde_ultima_atualizacao,releases,prsMerged,issuesTotal,issuesClosed,closedRatio,primaryLanguage
naptha,tesseract.js,https://github.com/naptha/tesseract.js,37044,2015-06-24T02:49:52Z,3709,2025-08-19T20:23:45Z,0,56,195,726,695,0.9573,JavaScript
payloadcms,payload,https://github.com/payloadcms/payload,37006,2021-01-05T18:49:45Z,1687,2025-08-19T21:08:23Z,0,521,5798,3729,3343,0.8965,TypeScript
TencentARC,GFPGAN,https://github.com/TencentARC/GFPGAN,36993,2021-03-19T06:18:20Z,1614,2025-08-19T15:38:01Z,0,8,14,499,134,0.2685,Python
dotnet,aspnetcore,https://github.com/dotnet/aspnetcore,36989,2014-03-11T06:09:42Z,4179,2025-08-19T18:07:37Z,0,258,17739,37591,34025,0.9051,C#
0voice,interview_internal_reference,https://github.com/0voice/interview_internal_reference,36976,2019-06-10T06:54:19Z,2262,2025-08-19T08:58:56Z,0,0,35,49,19,0.3878,Python
dockur,windows,https://github.com/dockur/windows,36968,2024-01-14T13:09:40Z,583,2025-08-19T20:53:32Z,0,104,411,831,737,0.8869,Shell
DataExpert-io,data-engineer-handbook,https://github.com/DataExpert-io/data-engineer-handbook,36964,2023-11-19T19:47:41Z,639,2025-08-19T20:49:33Z,0,0,171,76,64,0.8421,Jupyter Notebook
Kong,insomnia,https://github.com/Kong/insomnia,36949,2016-04-23T03:54:26Z,3405,2025-08-19T15:20:42Z,0,523,3342,3874,3194,0.8245,TypeScript
fastapi,full-stack-fastapi-template,https://github.com/fastapi/full-stack-fastapi-template,36941,2019-02-23T15:08:34Z,2369,2025-08-19T21:09:22Z,0,10,410,428,259,0.6051,TypeScript
inkonchain,docs,https://github.com/inkonchain/docs,36926,2024-05-07T16:49:36Z,469,2025-08-19T13:01:35Z,0,0,393,34,13,0.3824,MDX
inkonchain,node,https://github.com/inkonchain/node,36888,2024-05-13T23:20:40Z,462,2025-08-19T13:00:30Z,0,6,35,23,13,0.5652,Shell
denysdovhan,wtfjs,https://github.com/denysdovhan/wtfjs,36887,2017-07-14T15:42:12Z,2958,2025-08-19T18:33:05Z,0,25,125,117,95,0.812,JavaScript
freeCodeCamp,devdocs,https://github.com/freeCodeCamp/devdocs,36863,2013-10-24T18:16:07Z,4317,2025-08-19T17:30:49Z,0,0,925,1230,1039,0.8447,Ruby
NervJS,taro,https://github.com/NervJS/taro,36825,2018-04-08T09:32:26Z,2690,2025-08-19T19:23:12Z,0,200,3392,12539,11015,0.8785,TypeScript
inkonchain,ink-kit,https://github.com/inkonchain/ink-kit,36796,2024-11-04T16:32:17Z,288,2025-08-19T13:01:27Z,0,0,90,4,3,0.75,TypeScript
Aider-AI,aider,https://github.com/Aider-AI/aider,36776,2023-05-09T18:57:49Z,833,2025-08-19T20:05:45Z,0,93,263,3687,2690,0.7296,Python
siyuan-note,siyuan,https://github.com/siyuan-note/siyuan,36687,2020-08-30T09:21:35Z,1815,2025-08-19T20:53:39Z,0,812,481,14894,14453,0.9704,TypeScript
exacity,deeplearningbook-chinese,https://github.com/exacity/deeplearningbook-chinese,36676,2016-12-07T11:46:51Z,3177,2025-08-19T15:34:32Z,0,7,16,203,139,0.6847,TeX
facebookresearch,faiss,https://github.com/facebookresearch/faiss,36669,2017-02-07T16:07:05Z,3115,2025-08-19T20:23:59Z,0,20,137,2673,2441,0.9132,C++
milvus-io,milvus,https://github.com/milvus-io/milvus,36656,2019-09-16T06:43:43Z,2164,2025-08-19T20:54:21Z,0,128,22763,14033,13453,0.9587,Go
vlang,v,https://github.com/vlang/v,36636,2019-02-08T02:57:06Z,2384,2025-08-19T17:20:29Z,0,273,12258,9684,8590,0.887,V
alibaba,arthas,https://github.com/alibaba/arthas,36624,2018-08-29T17:15:57Z,2547,2025-08-19T13:26:53Z,0,59,540,2094,1722,0.8223,Java
huihut,interview,https://github.com/huihut/interview,36613,2018-02-09T09:49:48Z,2748,2025-08-19T16:22:18Z,0,0,35,66,65,0.9848,C++
google,googletest,https://github.com/google/googletest,36607,2015-07-28T15:07:53Z,3675,2025-08-19T13:44:48Z,0,11,813,2323,1979,0.8519,C++
AobingJava,JavaFamily,https://github.com/AobingJava/JavaFamily,36600,2019-11-12T04:26:18Z,2107,2025-08-19T12:58:41Z,0,0,2,65,60,0.9231,
halo-dev,halo,https://github.com/halo-dev/halo,36589,2018-03-21T12:56:52Z,2708,2025-08-19T15:42:51Z,0,226,2614,4317,4011,0.9291,Java
satwikkansal,wtfpython,https://github.com/satwikkansal/wtfpython,36573,2017-08-28T20:22:19Z,2913,2025-08-19T16:05:44Z,0,2,113,222,157,0.7072,Python
babysor,MockingBird,https://github.com/babysor/MockingBird,36558,2021-08-07T03:53:39Z,1473,2025-08-19T20:24:03Z,0,1,80,888,412,0.464,Python
openai,gym,https://github.com/openai/gym,36403,2016-04-27T14:59:16Z,3401,2025-08-19T17:26:46Z,0,19,998,1837,1726,0.9396,Python
httpie,cli,https://github.com/httpie/cli,36388,2012-02-25T12:39:13Z,4924,2025-08-19T20:53:06Z,0,47,406,902,722,0.8004,Python
ToolJet,ToolJet,https://github.com/ToolJet/ToolJet,36348,2021-03-30T08:51:34Z,1603,2025-08-19T17:45:33Z,0,317,6638,4988,4360,0.8741,JavaScript
docling-project,docling,https://github.com/docling-project/docling,36319,2024-07-09T07:50:26Z,406,2025-08-19T20:23:15Z,0,115,510,1099,618,0.5623,Python
chatboxai,chatbox,https://github.com/chatboxai/chatbox,36281,2023-03-06T12:22:15Z,897,2025-08-19T19:26:26Z,0,47,70,2265,1450,0.6402,TypeScript
usebruno,bruno,https://github.com/usebruno/bruno,36279,2022-09-27T20:51:45Z,1057,2025-08-19T18:47:30Z,0,140,1257,3040,1845,0.6069,JavaScript
zbezj,HEU_KMS_Activator,https://github.com/zbezj/HEU_KMS_Activator,36233,2019-06-23T00:49:35Z,2249,2025-08-19T16:27:37Z,0,48,0,182,28,0.1538,
google-research,google-research,https://github.com/google-research/google-research,36205,2018-10-04T18:42:48Z,2511,2025-08-19T10:33:45Z,0,0,29,1405,343,0.2441,Jupyter Notebook
open-guides,og-aws,https://github.com/open-guides/og-aws,36198,2016-07-13T17:30:16Z,3324,2025-08-19T13:00:29Z,0,0,498,227,87,0.3833,Shell
rapid7,metasploit-framework,https://github.com/rapid7/metasploit-framework,36190,2011-08-30T06:13:20Z,5103,2025-08-19T20:02:33Z,0,0,11340,6277,5843,0.9309,Ruby
hiroi-sora,Umi-OCR,https://github.com/hiroi-sora/Umi-OCR,36178,2022-03-28T04:01:46Z,1240,2025-08-19T15:29:54Z,0,31,56,782,512,0.6547,Python
nushell,nushell,https://github.com/nushell/nushell,36126,2019-05-10T16:59:42Z,2293,2025-08-19T20:30:36Z,0,111,7888,6628,5148,0.7767,Rust
opentofu,manifesto,https://github.com/opentofu/manifesto,36084,2023-08-13T16:17:24Z,737,2025-08-19T19:53:44Z,0,0,765,26,14,0.5385,HTML
date-fns,date-fns,https://github.com/date-fns/date-fns,36045,2014-10-06T10:24:22Z,3970,2025-08-19T20:24:19Z,0,122,1068,1997,1367,0.6845,TypeScript
shadowsocks,shadowsocks-android,https://github.com/shadowsocks/shadowsocks-android,36010,2012-12-16T13:40:29Z,4629,2025-08-19T20:28:32Z,0,185,256,2505,2457,0.9808,Kotlin
lerna,lerna,https://github.com/lerna/lerna,36004,2015-12-04T09:36:55Z,3546,2025-08-19T20:24:22Z,0,244,997,2674,2278,0.8519,TypeScript
docker,compose,https://github.com/docker/compose,35984,2013-12-09T11:40:58Z,4271,2025-08-19T17:47:39Z,0,263,3541,8114,8039,0.9908,Go
NanmiCoder,MediaCrawler,https://github.com/NanmiCoder/MediaCrawler,35974,2023-06-09T12:14:34Z,802,2025-08-19T20:49:55Z,0,0,101,491,391,0.7963,Python
chatchat-space,Langchain-Chatchat,https://github.com/chatchat-space/Langchain-Chatchat,35913,2023-03-31T12:12:45Z,872,2025-08-19T13:39:48Z,0,31,615,4186,4078,0.9742,TypeScript
XingangPan,DragGAN,https://github.com/XingangPan/DragGAN,35911,2023-05-18T10:08:02Z,824,2025-08-19T17:31:41Z,0,0,18,191,46,0.2408,Python
crewAIInc,crewAI,https://github.com/crewAIInc/crewAI,35891,2023-10-27T03:26:59Z,662,2025-08-19T19:57:21Z,0,99,927,1485,1434,0.9657,Python
SheetJS,sheetjs,https://github.com/SheetJS/sheetjs,35868,2012-12-03T19:25:52Z,4642,2025-08-19T20:25:30Z,0,0,106,2386,2267,0.9501,
formulahendry,955.WLB,https://github.com/formulahendry/955.WLB,35845,2019-03-27T23:53:37Z,2336,2025-08-19T18:28:37Z,0,0,18,263,82,0.3118,
geekxh,hello-algorithm,https://github.com/geekxh/hello-algorithm,35755,2020-05-29T05:47:09Z,1908,2025-08-19T15:47:42Z,0,0,26,44,33,0.75,Java
imputnet,cobalt,https://github.com/imputnet/cobalt,35724,2022-07-08T18:12:55Z,1138,2025-08-19T20:32:32Z,0,0,243,939,776,0.8264,Svelte
typeorm,typeorm,https://github.com/typeorm/typeorm,35679,2016-02-29T07:41:14Z,3459,2025-08-19T20:53:06Z,0,38,2176,8395,6057,0.7215,TypeScript
carbon-app,carbon,https://github.com/carbon-app/carbon,35627,2017-06-16T02:50:28Z,2986,2025-08-19T20:36:08Z,0,215,668,686,627,0.914,JavaScript
koajs,koa,https://github.com/koajs/koa,35601,2013-07-20T18:53:45Z,4413,2025-08-19T20:25:39Z,0,9,522,925,909,0.9827,JavaScript
openai,codex,https://github.com/openai/codex,35575,2025-04-13T05:37:54Z,128,2025-08-19T21:09:05Z,0,79,881,908,644,0.7093,Rust
hankcs,HanLP,https://github.com/hankcs/HanLP,35520,2014-10-09T06:36:16Z,3967,2025-08-19T20:26:21Z,0,62,79,1429,1421,0.9944,Python
alvarotrigo,fullPage.js,https://github.com/alvarotrigo/fullPage.js,35461,2013-09-20T11:58:29Z,4351,2025-08-19T17:03:52Z,0,105,320,4131,3999,0.968,JavaScript
airbnb,lottie-android,https://github.com/airbnb/lottie-android,35448,2016-10-06T22:42:42Z,3238,2025-08-19T14:57:42Z,0,59,713,1778,1744,0.9809,Java
PKUanonym,REKCARC-TSC-UHT,https://github.com/PKUanonym/REKCARC-TSC-UHT,35396,2019-04-05T03:31:23Z,2328,2025-08-19T17:11:24Z,0,0,170,32,30,0.9375,HTML
kilimchoi,engineering-blogs,https://github.com/kilimchoi/engineering-blogs,35373,2015-06-13T18:25:17Z,3720,2025-08-19T19:21:28Z,0,0,681,97,74,0.7629,Ruby
markedjs,marked,https://github.com/markedjs/marked,35364,2011-07-24T13:15:51Z,5140,2025-08-19T14:51:14Z,0,156,1554,1603,1591,0.9925,TypeScript
mindsdb,mindsdb,https://github.com/mindsdb/mindsdb,35331,2018-08-02T17:56:45Z,2574,2025-08-19T19:54:40Z,0,311,5367,4302,4246,0.987,Python
jondot,awesome-react-native,https://github.com/jondot/awesome-react-native,35326,2015-03-26T19:58:06Z,3799,2025-08-19T12:46:16Z,0,0,912,73,35,0.4795,JavaScript
zen-browser,desktop,https://github.com/zen-browser/desktop,35300,2024-03-28T00:05:55Z,509,2025-08-19T20:50:28Z,0,115,478,6902,6514,0.9438,C++
nativefier,nativefier,https://github.com/nativefier/nativefier,35271,2015-07-05T05:56:42Z,3698,2025-08-19T15:20:38Z,0,99,261,1237,982,0.7939,TypeScript
spacedriveapp,spacedrive,https://github.com/spacedriveapp/spacedrive,35255,2021-09-27T05:09:04Z,1422,2025-08-19T17:14:11Z,0,26,1881,506,388,0.7668,TypeScript
junegunn,vim-plug,https://github.com/junegunn/vim-plug,35149,2013-09-10T14:58:51Z,4361,2025-08-19T13:30:15Z,0,8,177,1037,966,0.9315,Vim Script
HeyPuter,puter,https://github.com/HeyPuter/puter,35109,2024-03-03T01:44:32Z,534,2025-08-19T21:07:14Z,0,8,588,693,513,0.7403,JavaScript
sqlmapproject,sqlmap,https://github.com/sqlmapproject/sqlmap,35074,2012-06-26T09:52:15Z,4802,2025-08-19T20:07:46Z,0,10,173,5343,5296,0.9912,Python
huggingface,pytorch-image-models,https://github.com/huggingface/pytorch-image-models,35064,2019-02-02T05:51:12Z,2390,2025-08-19T20:26:47Z,0,69,479,997,946,0.9488,Python
sahat,hackathon-starter,https://github.com/sahat/hackathon-starter,35052,2013-11-13T17:24:12Z,4297,2025-08-19T17:35:17Z,0,17,347,680,670,0.9853,JavaScript
twentyhq,twenty,https://github.com/twentyhq/twenty,35024,2022-12-01T13:04:40Z,992,2025-08-19T19:52:49Z,0,45,7166,5191,4999,0.963,TypeScript
unknwon,the-way-to-go_ZH_CN,https://github.com/unknwon/the-way-to-go_ZH_CN,35010,2013-03-24T17:18:38Z,4531,2025-08-19T07:47:47Z,0,0,592,0,0,0.0,Go
alebcay,awesome-shell,https://github.com/alebcay/awesome-shell,35000,2014-07-07T01:57:42Z,4061,2025-08-19T18:57:35Z,0,0,307,62,23,0.371,
pola-rs,polars,https://github.com/pola-rs/polars,34947,2020-05-13T19:45:33Z,1924,2025-08-19T15:43:13Z,0,226,11468,11276,8708,0.7723,Rust
bumptech,glide,https://github.com/bumptech/glide,34936,2013-07-08T22:52:33Z,4424,2025-08-19T12:02:25Z,0,47,570,4482,3920,0.8746,Java
TeamNewPipe,NewPipe,https://github.com/TeamNewPipe/NewPipe,34803,2015-09-03T23:39:26Z,3637,2025-08-19T20:50:50Z,0,137,1661,9622,8401,0.8731,Java
fengdu78,Coursera-ML-AndrewNg-Notes,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes,34790,2017-11-04T10:04:08Z,2845,2025-08-19T13:47:29Z,0,0,13,68,15,0.2206,HTML
doocs,leetcode,https://github.com/doocs/leetcode,34774,2018-09-16T14:03:03Z,2529,2025-08-19T16:28:42Z,0,21,4091,56,56,1.0,Java
reworkd,AgentGPT,https://github.com/reworkd/AgentGPT,34771,2023-04-07T02:29:19Z,865,2025-08-19T16:08:56Z,0,12,539,467,337,0.7216,TypeScript
mudler,LocalAI,https://github.com/mudler/LocalAI,34733,2023-03-18T22:58:02Z,884,2025-08-19T20:56:05Z,0,83,3915,1080,696,0.6444,Go
outline,outline,https://github.com/outline/outline,34607,2016-05-22T21:31:47Z,3375,2025-08-19T21:06:40Z,0,147,3337,3489,3398,0.9739,TypeScript
yeongpin,cursor-free-vip,https://github.com/yeongpin/cursor-free-vip,34588,2025-01-11T08:14:22Z,220,2025-08-19T19:54:43Z,0,69,74,1019,473,0.4642,Python
microsoft,ai-agents-for-beginners,https://github.com/microsoft/ai-agents-for-beginners,34583,2024-11-28T10:42:52Z,264,2025-08-19T20:49:42Z,0,0,145,67,56,0.8358,Jupyter Notebook
sorrycc,awesome-javascript,https://github.com/sorrycc/awesome-javascript,34498,2014-07-01T15:59:02Z,4067,2025-08-19T20:26:54Z,0,0,393,93,88,0.9462,
BVLC,caffe,https://github.com/BVLC/caffe,34492,2013-09-12T18:39:48Z,4359,2025-08-19T20:26:56Z,0,14,1087,4801,3902,0.8127,C++
charmbracelet,bubbletea,https://github.com/charmbracelet/bubbletea,34465,2020-01-10T21:04:03Z,2048,2025-08-19T20:49:26Z,0,62,628,367,294,0.8011,Go
chenfei-wu,TaskMatrix,https://github.com/chenfei-wu/TaskMatrix,34411,2023-03-02T09:04:28Z,901,2025-08-19T15:40:34Z,0,0,21,357,136,0.381,Python
nodejs,node-v0.x-archive,https://github.com/nodejs/node-v0.x-archive,34379,2009-05-27T16:29:46Z,5928,2025-08-19T17:17:15Z,0,0,218,6379,6379,1.0,
fastify,fastify,https://github.com/fastify/fastify,34378,2016-09-28T19:10:14Z,3247,2025-08-19T17:30:29Z,0,298,3135,2091,2014,0.9632,JavaScript
ghostty-org,ghostty,https://github.com/ghostty-org/ghostty,34373,2022-03-29T17:38:26Z,1239,2025-08-19T21:04:21Z,0,1,2581,1773,1631,0.9199,Zig
netty,netty,https://github.com/netty/netty,34342,2010-11-09T09:22:21Z,5397,2025-08-19T17:08:46Z,0,0,4425,6710,6099,0.9089,Java
fxsjy,jieba,https://github.com/fxsjy/jieba,34334,2012-09-29T07:52:01Z,4707,2025-08-19T20:11:25Z,0,9,96,866,228,0.2633,Python
jaredpalmer,formik,https://github.com/jaredpalmer/formik,34284,2017-06-14T19:50:59Z,2988,2025-08-19T17:20:00Z,0,196,829,2259,1558,0.6897,TypeScript
xitu,gold-miner,https://github.com/xitu/gold-miner,34242,2015-11-04T03:29:13Z,3576,2025-08-19T15:57:36Z,0,0,3563,5601,5592,0.9984,
karpathy,LLM101n,https://github.com/karpathy/LLM101n,34222,2024-05-27T00:23:38Z,449,2025-08-19T20:26:28Z,0,0,0,0,0,0.0,
geekan,HowToLiveLonger,https://github.com/geekan/HowToLiveLonger,34196,2022-04-16T04:15:18Z,1221,2025-08-19T15:03:36Z,0,0,14,138,103,0.7464,
huiyadanli,RevokeMsgPatcher,https://github.com/huiyadanli/RevokeMsgPatcher,34190,2019-07-21T15:12:52Z,2221,2025-08-19T19:03:42Z,0,21,11,878,832,0.9476,C#
zenorocha,clipboard.js,https://github.com/zenorocha/clipboard.js,34158,2015-09-18T23:04:55Z,3622,2025-08-19T20:27:02Z,0,42,117,629,618,0.9825,JavaScript
roboflow,supervision,https://github.com/roboflow/supervision,34135,2022-11-28T14:08:44Z,995,2025-08-19T20:59:42Z,0,33,967,489,415,0.8487,Python
ManimCommunity,manim,https://github.com/ManimCommunity/manim,34125,2020-05-19T02:37:13Z,1918,2025-08-19T20:57:49Z,0,29,1925,1680,1307,0.778,Python
solidjs,solid,https://github.com/solidjs/solid,34080,2018-04-24T16:36:27Z,2674,2025-08-19T20:27:06Z,0,35,385,1095,996,0.9096,TypeScript
myshell-ai,OpenVoice,https://github.com/myshell-ai/OpenVoice,34067,2023-11-29T12:17:01Z,629,2025-08-19T21:09:37Z,0,0,17,316,67,0.212,Python
testerSunshine,12306,https://github.com/testerSunshine/12306,34050,2017-05-17T12:23:40Z,3016,2025-08-19T11:25:43Z,0,1,31,691,466,0.6744,Python
portainer,portainer,https://github.com/portainer/portainer,34042,2016-05-19T20:15:28Z,3379,2025-08-19T20:27:12Z,0,161,4777,5892,5278,0.8958,TypeScript
llvm,llvm-project,https://github.com/llvm/llvm-project,34041,2016-12-07T09:39:33Z,3177,2025-08-19T21:09:15Z,0,136,55349,86416,60147,0.696,LLVM
atlassian,react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,34028,2017-08-09T03:37:15Z,2932,2025-08-18T04:37:04Z,1,68,530,1617,1045,0.6463,JavaScript
jaywcjlove,linux-command,https://github.com/jaywcjlove/linux-command,34022,2016-11-12T15:44:26Z,3202,2025-08-19T20:03:59Z,0,31,354,207,133,0.6425,Markdown
typicode,husky,https://github.com/typicode/husky,34000,2014-06-23T12:14:21Z,4075,2025-08-19T20:27:21Z,0,80,262,1088,1016,0.9338,JavaScript
laravel,framework,https://github.com/laravel/framework,33975,2013-01-10T21:27:28Z,4603,2025-08-19T15:59:48Z,0,855,16625,18866,18825,0.9978,PHP
python-poetry,poetry,https://github.com/python-poetry/poetry,33855,2018-02-28T15:23:47Z,2729,2025-08-19T17:54:47Z,0,142,2331,6232,5713,0.9167,Python
xkcoding,spring-boot-demo,https://github.com/xkcoding/spring-boot-demo,33845,2017-11-10T06:27:29Z,2839,2025-08-19T07:49:54Z,0,0,15,173,73,0.422,Java
geekcomputers,Python,https://github.com/geekcomputers/Python,33765,2011-11-30T09:04:08Z,5011,2025-08-19T12:54:50Z,0,0,1846,486,149,0.3066,Python
anoma,anoma,https://github.com/anoma/anoma,33719,2021-02-02T10:00:16Z,1659,2025-08-19T20:41:44Z,0,10,856,699,578,0.8269,Elixir
shadowsocks,shadowsocks,https://github.com/shadowsocks/shadowsocks,33648,2012-04-20T13:10:49Z,4869,2025-08-19T20:27:25Z,0,2,70,0,0,0.0,Python
zsh-users,zsh-autosuggestions,https://github.com/zsh-users/zsh-autosuggestions,33637,2013-10-26T16:09:37Z,4315,2025-08-19T20:14:43Z,0,0,116,612,458,0.7484,Shell
halfrost,LeetCode-Go,https://github.com/halfrost/LeetCode-Go,33637,2017-07-18T00:06:14Z,2954,2025-08-19T20:29:24Z,0,4,178,80,64,0.8,Go
Blankj,AndroidUtilCode,https://github.com/Blankj/AndroidUtilCode,33617,2016-07-30T18:18:32Z,3307,2025-08-19T06:19:30Z,0,117,88,1589,1280,0.8055,Java
alibaba,easyexcel,https://github.com/alibaba/easyexcel,33579,2018-02-06T03:14:08Z,2751,2025-08-19T16:56:29Z,0,14,190,3617,3131,0.8656,Java
AFNetworking,AFNetworking,https://github.com/AFNetworking/AFNetworking,33530,2011-05-31T21:28:44Z,5193,2025-08-19T19:22:58Z,0,40,710,0,0,0.0,Objective-C
zxing,zxing,https://github.com/zxing/zxing,33525,2011-10-12T14:07:27Z,5060,2025-08-19T08:01:20Z,0,31,318,1324,1314,0.9924,Java
TheAlgorithms,JavaScript,https://github.com/TheAlgorithms/JavaScript,33525,2017-07-13T06:12:33Z,2959,2025-08-19T17:04:52Z,0,0,795,209,200,0.9569,JavaScript
deepseek-ai,awesome-deepseek-integration,https://github.com/deepseek-ai/awesome-deepseek-integration,33418,2024-01-11T02:43:17Z,586,2025-08-19T20:30:35Z,0,0,230,126,39,0.3095,
mattermost,mattermost,https://github.com/mattermost/mattermost,33412,2015-06-15T06:50:02Z,3718,2025-08-19T20:15:26Z,0,839,19234,9043,8378,0.9265,TypeScript
aseprite,aseprite,https://github.com/aseprite/aseprite,33397,2014-08-19T23:44:50Z,4017,2025-08-19T19:11:01Z,0,117,406,4283,2495,0.5825,C++
veggiemonk,awesome-docker,https://github.com/veggiemonk/awesome-docker,33383,2014-09-21T17:01:48Z,3985,2025-08-19T20:30:01Z,0,1,939,130,127,0.9769,
ShareX,ShareX,https://github.com/ShareX/ShareX,33383,2013-10-08T23:32:10Z,4332,2025-08-19T21:06:30Z,0,83,748,6865,6353,0.9254,C#
XX-net,XX-Net,https://github.com/XX-net/XX-Net,33304,2015-01-15T09:35:51Z,3869,2025-08-19T09:08:12Z,0,388,363,13333,5418,0.4064,Python
Pythagora-io,gpt-pilot,https://github.com/Pythagora-io/gpt-pilot,33304,2023-08-16T11:56:07Z,734,2025-08-19T19:49:43Z,0,0,393,550,314,0.5709,Python
ryanhanwu,How-To-Ask-Questions-The-Smart-Way,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,33299,2015-03-28T16:52:40Z,3797,2025-08-19T21:04:55Z,0,0,98,29,20,0.6897,JavaScript
ehang-io,nps,https://github.com/ehang-io/nps,33292,2018-11-04T13:22:51Z,2480,2025-08-19T15:47:01Z,0,59,74,1199,697,0.5813,Go
exelban,stats,https://github.com/exelban/stats,33219,2019-05-29T19:24:56Z,2274,2025-08-19T21:02:53Z,0,301,409,2178,2151,0.9876,Swift
jax-ml,jax,https://github.com/jax-ml/jax,33205,2018-10-25T21:25:02Z,2489,2025-08-19T21:00:46Z,0,125,15031,6462,4877,0.7547,Python
adobe,brackets,https://github.com/adobe/brackets,33158,2011-12-07T21:14:40Z,5003,2025-08-19T20:30:11Z,0,69,4332,9680,7063,0.7296,JavaScript
carbon-language,carbon-lang,https://github.com/carbon-language/carbon-lang,33158,2020-04-27T21:45:16Z,1939,2025-08-19T18:37:24Z,0,408,4347,712,561,0.7879,C++
harness,harness,https://github.com/harness/harness,33103,2014-02-07T07:54:44Z,4211,2025-08-19T20:30:15Z,0,53,1047,2006,1933,0.9636,Go
danielmiessler,Fabric,https://github.com/danielmiessler/Fabric,33100,2024-01-03T23:18:31Z,593,2025-08-19T20:23:07Z,0,247,434,739,629,0.8512,JavaScript
gulpjs,gulp,https://github.com/gulpjs/gulp,33063,2013-07-04T05:26:06Z,4429,2025-08-19T20:30:22Z,0,24,411,1937,1908,0.985,JavaScript
immutable-js,immutable-js,https://github.com/immutable-js/immutable-js,33054,2014-07-02T06:02:29Z,4066,2025-08-19T20:30:25Z,0,89,597,1262,1169,0.9263,TypeScript
bilibili,ijkplayer,https://github.com/bilibili/ijkplayer,32994,2013-06-03T04:12:04Z,4460,2025-08-19T06:12:31Z,0,0,35,5375,2548,0.474,C
SeleniumHQ,selenium,https://github.com/SeleniumHQ/selenium,32984,2013-01-14T21:40:56Z,4599,2025-08-19T20:30:53Z,0,108,3004,10930,10784,0.9866,Java
qishibo,AnotherRedisDesktopManager,https://github.com/qishibo/AnotherRedisDesktopManager,32961,2019-01-08T06:01:56Z,2415,2025-08-19T19:23:29Z,0,53,152,1066,927,0.8696,JavaScript
hashicorp,vault,https://github.com/hashicorp/vault,32956,2015-02-25T00:15:59Z,3828,2025-08-19T21:02:29Z,0,168,21302,6385,5243,0.8211,Go
mifi,lossless-cut,https://github.com/mifi/lossless-cut,32949,2016-10-30T10:49:56Z,3215,2025-08-19T21:06:49Z,0,100,202,1632,1426,0.8738,TypeScript
CMU-Perceptual-Computing-Lab,openpose,https://github.com/CMU-Perceptual-Computing-Lab/openpose,32921,2017-04-24T14:06:31Z,3039,2025-08-19T05:21:25Z,0,15,174,2004,1667,0.8318,C++
lllyasviel,ControlNet,https://github.com/lllyasviel/ControlNet,32911,2023-02-01T02:43:30Z,930,2025-08-19T20:31:06Z,0,0,4,569,138,0.2425,Python
YunaiV,ruoyi-vue-pro,https://github.com/YunaiV/ruoyi-vue-pro,32845,2021-01-24T03:18:25Z,1668,2025-08-19T16:24:08Z,0,44,62,644,640,0.9938,Java
shadowsocks,ShadowsocksX-NG,https://github.com/shadowsocks/ShadowsocksX-NG,32822,2016-06-10T11:49:00Z,3357,2025-08-19T09:37:13Z,0,30,64,1358,1050,0.7732,Swift
bayandin,awesome-awesomeness,https://github.com/bayandin/awesome-awesomeness,32788,2014-07-08T05:44:19Z,4060,2025-08-19T20:31:12Z,0,0,197,68,52,0.7647,Ruby
PatrickJS,awesome-cursorrules,https://github.com/PatrickJS/awesome-cursorrules,32710,2024-09-16T15:38:38Z,337,2025-08-19T20:32:58Z,0,0,64,40,8,0.2,MDX
lib-pku,libpku,https://github.com/lib-pku/libpku,32693,2018-11-22T13:33:06Z,2462,2025-08-19T16:31:35Z,0,0,22,43,32,0.7442,TeX
TheAlgorithms,C-Plus-Plus,https://github.com/TheAlgorithms/C-Plus-Plus,32647,2016-07-16T10:19:45Z,3321,2025-08-19T17:04:30Z,0,0,685,321,311,0.9688,C++
AmruthPillai,Reactive-Resume,https://github.com/AmruthPillai/Reactive-Resume,32627,2020-03-25T14:08:22Z,1973,2025-08-19T18:45:56Z,0,95,633,1567,1247,0.7958,TypeScript
swc-project,swc,https://github.com/swc-project/swc,32605,2017-12-22T11:40:14Z,2797,2025-08-19T15:21:48Z,0,712,5588,3970,3563,0.8975,Rust
facebookresearch,detectron2,https://github.com/facebookresearch/detectron2,32604,2019-09-05T21:30:20Z,2174,2025-08-19T20:08:39Z,0,10,0,3555,3091,0.8695,Python
qbittorrent,qBittorrent,https://github.com/qbittorrent/qBittorrent,32589,2012-02-04T09:37:46Z,4945,2025-08-19T20:36:39Z,0,0,3928,16842,14546,0.8637,C++
alan2207,bulletproof-react,https://github.com/alan2207/bulletproof-react,32483,2021-05-30T14:47:16Z,1542,2025-08-19T20:37:48Z,0,0,70,115,77,0.6696,TypeScript
jqlang,jq,https://github.com/jqlang/jq,32423,2012-07-18T19:57:25Z,4780,2025-08-19T19:43:31Z,0,15,640,2283,1920,0.841,C
DataTalksClub,data-engineering-zoomcamp,https://github.com/DataTalksClub/data-engineering-zoomcamp,32405,2021-10-21T09:32:50Z,1398,2025-08-19T20:25:48Z,0,0,395,136,134,0.9853,Jupyter Notebook
