repo,stars,releases,age_years,files,code,comment,n_classes,cbo_mean,cbo_median,cbo_std,dit_mean,dit_median,dit_std,lcom_mean,lcom_median,lcom_std
grpc/grpc-java,11835,180,10.735743,1555,278816,62963,5482,5.600511,3.0,8.018351,1.39347,1.0,0.994996,13.49398,0.0,123.332755
trinodb/trino,11815,0,6.622164,0,0,0,0,,,,,,,,,
Team-xManager/xManager,11801,51,4.565481,8,11024,1,524,2.017176,2.0,2.604176,1.020992,1.0,0.242553,4.767176,0.0,70.601697
debezium/debezium,11789,0,9.613078,1100,98536,31226,3379,6.82776,4.0,7.62482,1.583605,1.0,0.9975,56.139982,1.0,536.196076
frank-lam/fullstack-tutorial,11684,0,7.392048,0,0,0,0,,,,,,,,,
code4craft/webmagic,11617,33,12.362716,255,13690,2593,344,4.531977,4.0,3.871722,1.18314,1.0,0.585197,11.465116,1.0,76.640381
xpipe-io/xpipe,11506,118,2.600741,927,74851,1395,1481,6.958812,5.0,6.480453,1.574612,1.0,1.086777,18.833896,1.0,161.647542
OpenRefine/OpenRefine,11488,72,12.884114,1075,97500,32087,1396,6.696991,5.0,6.614572,1.688395,1.0,0.894208,12.818052,1.0,57.094425
realm/realm-java,11485,0,13.370661,667,108491,31631,0,,,,,,,,,
opensearch-project/OpenSearch,11469,59,4.591645,7761,1229302,323303,18841,7.358155,5.0,9.843864,1.676928,1.0,1.449146,38.479168,1.0,432.794477
careercup/CtCI-6th-Edition,11460,0,10.173175,584,22916,1277,609,2.128079,2.0,1.566513,1.068966,1.0,0.332216,4.482759,1.0,16.698077
gyf-dev/ImmersionBar,11451,0,8.374556,119,8666,2802,142,6.352113,5.0,7.113265,2.105634,2.0,1.001472,159.253521,3.0,1752.519918
newbee-ltd/newbee-mall,11389,0,5.951699,88,4937,1457,89,5.033708,2.0,6.245816,1.067416,1.0,0.447156,34.910112,4.0,68.175516
PaperMC/Paper,11385,0,9.614745,3462,212614,115834,4165,6.896519,5.0,11.945847,1.685714,1.0,1.294301,111.821849,1.0,1801.319771
jhy/jsoup,11242,20,15.706939,179,35755,7941,408,6.308824,4.0,7.290917,1.806373,1.0,3.17457,240.098039,1.0,1871.835992
provectus/kafka-ui,11240,25,5.769632,416,33591,689,513,7.243665,5.0,7.312038,1.510721,1.0,1.073647,17.134503,1.0,86.131596
permissions-dispatcher/PermissionsDispatcher,11235,40,10.050975,30,7031,132,119,1.621849,0.0,3.283218,1.226891,1.0,0.527819,34.378151,3.0,327.193381
mission-peace/interview,11207,0,11.1215,534,27297,5478,667,2.013493,2.0,1.222216,1.037481,1.0,0.310146,3.409295,1.0,13.557754
apereo/cas,11186,300,13.984818,146,9738,1530,8988,9.242546,8.0,7.000209,1.496996,1.0,1.02364,7.812528,0.0,147.42051
H07000223/FlycoTabLayout,11128,4,9.817778,16,2778,207,33,6.454545,3.0,8.867394,1.545455,1.0,0.711113,223.090909,1.0,720.449441
daniulive/SmarterStreaming,11117,0,9.438485,25,8937,2740,172,3.848837,2.0,7.190828,1.052326,1.0,0.223333,71.552326,0.0,506.263462
lingochamp/FileDownloader,11112,65,9.698978,117,14940,5340,269,4.527881,2.0,5.449579,1.687732,1.0,2.503557,42.01487,1.0,232.447956
beemdevelopment/Aegis,11058,72,9.049207,259,24613,859,454,7.4163,5.0,9.44723,1.709251,1.0,1.020346,22.189427,1.0,141.219568
jfeinstein10/SlidingMenu,11050,0,13.176738,33,3212,1026,74,5.121622,3.0,5.573796,1.959459,1.0,1.591408,47.445946,0.0,228.991424
androidannotations/androidannotations,11041,0,13.658194,53,1395,609,963,5.957425,4.0,6.41863,1.683281,1.0,0.899527,26.09865,1.0,213.177153
datahub-project/datahub,10995,104,9.792691,921,147217,14334,3300,11.412727,9.0,12.754495,1.211515,1.0,0.550114,17.277576,1.0,92.747876
doocs/jvm,10958,0,7.197731,1,5,3,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LawnchairLauncher/lawnchair,10904,30,8.502317,1610,287958,74197,3250,10.318769,5.0,14.237507,1.584615,1.0,1.163097,97.100308,1.0,1006.00265
square/javapoet,10870,0,12.584028,39,9692,1206,99,4.505051,2.0,5.87866,1.151515,1.0,0.612183,129.848485,0.0,749.167597
ssssssss-team/spider-flow,10850,2,5.436163,130,9004,942,161,5.385093,4.0,5.169698,1.732919,1.0,3.40176,20.329193,1.0,49.785135
jwtk/jjwt,10831,9,10.97324,408,18956,20485,555,5.623423,4.0,6.830899,1.994595,1.0,2.38186,25.834234,1.0,142.145377
apple/pkl,10830,16,1.621612,712,66622,16113,1628,6.295455,4.0,7.91841,4.377764,4.0,15.461646,28.923219,0.0,224.748359
microg/GmsCore,10798,41,11.362657,1332,63988,29750,1809,5.737424,5.0,4.965048,1.710337,2.0,0.908483,14.229409,0.0,68.816777
alibaba/vlayout,10777,34,8.513841,50,12659,3735,159,5.314465,3.0,6.714936,1.855346,1.0,1.491904,72.540881,0.0,368.428131
aosp-mirror/platform_frameworks_base,10757,0,16.865866,0,0,0,0,,,,,,,,,
asLody/VirtualApp,10737,0,9.159378,553,43468,4773,1420,3.940845,2.0,5.276768,2.588028,2.0,11.271085,15.611268,0.0,114.809495
TooTallNate/Java-WebSocket,10728,19,15.616812,168,13761,7369,261,3.555556,2.0,4.127042,1.819923,1.0,1.350977,36.62069,6.0,184.146278
clojure/clojure,10705,0,15.179154,185,43247,12222,917,3.603053,0.0,7.883258,1.495093,1.0,2.342699,130.391494,0.0,1974.926223
android-async-http/android-async-http,10635,3,14.53492,84,7405,3451,154,5.662338,4.0,6.15085,1.785714,1.0,1.078393,45.876623,3.0,293.70463
jeasonlzy/okhttp-OkGo,10602,14,9.633349,192,14073,5848,361,5.65097,5.0,5.139721,1.623269,1.0,1.075955,19.445983,0.0,124.49892
StarRocks/starrocks,10573,152,3.997038,5231,881899,143232,9539,8.588322,4.0,18.493929,1.47028,1.0,1.017993,133.801027,0.0,3027.775234
google/auto,10517,66,12.282321,320,41070,10818,1139,4.110623,3.0,8.608455,1.705882,1.0,3.252479,25.597893,1.0,270.468567
lipangit/JiaoZiVideoPlayer,10494,78,9.573061,46,5037,250,69,7.275362,6.0,6.446349,2.115942,2.0,0.978237,56.637681,4.0,213.183639
tbruyelle/RxPermissions,10487,11,9.928657,6,983,113,20,4.65,2.0,5.668704,1.1,1.0,0.307794,10.1,0.0,33.524382
Activiti/Activiti,10421,1000,12.970676,516,30994,9443,3407,5.801878,4.0,8.607601,1.530966,1.0,0.901894,89.410919,1.0,1571.656774
zfile-dev/zfile,10369,67,6.040904,395,18839,6238,414,7.009662,4.0,8.05008,1.504831,1.0,1.112868,9.454106,0.0,47.046899
resilience4j/resilience4j,10349,35,10.252245,404,26693,9292,1594,6.997491,6.0,6.152589,1.46675,1.0,1.008669,18.971142,1.0,100.133428
JessYanCoding/MVPArms,10294,25,9.075028,110,7065,4850,149,6.644295,5.0,5.937824,1.281879,1.0,0.57045,32.100671,3.0,147.024899
awsdocs/aws-doc-sdk-examples,10180,0,9.041001,1570,117511,25999,1673,7.03945,5.0,6.407671,1.040048,1.0,0.30965,6.187089,1.0,24.171146
JakeWharton/ViewPagerIndicator,10108,0,14.081599,42,3072,360,66,6.015152,6.0,5.225654,2.712121,3.0,1.249802,29.272727,0.0,127.339709
signalapp/Signal-Server,10039,0,11.73367,1134,106068,10599,1276,9.124608,5.0,13.076343,1.480408,1.0,0.934947,13.702194,0.0,82.354417
stanfordnlp/CoreNLP,9964,19,12.183812,2123,610707,132428,4305,5.922416,4.0,7.922195,1.649942,1.0,2.482535,148.601858,0.0,1831.589054
wasabeef/glide-transformations,9929,0,10.649095,25,1348,443,27,5.555556,5.0,3.355057,2.148148,2.0,0.7698,2.777778,0.0,4.534766
googlesamples/easypermissions,9917,12,9.698201,28,2351,414,33,8.939394,8.0,5.803767,1.484848,1.0,0.618527,12.212121,6.0,21.774064
paascloud/paascloud-master,9894,0,7.465531,710,25205,22960,742,6.103774,4.0,6.045153,1.315364,1.0,0.542654,5.456873,0.0,25.617347
uknownothingsnow/JsBridge,9888,0,10.517493,16,1146,219,32,3.5,1.5,5.003225,1.15625,1.0,0.368902,17.09375,0.0,51.740269
SonarSource/sonarqube,9840,65,14.659986,905,41281,29113,8632,7.188021,5.0,8.630549,1.176205,1.0,0.519015,26.664736,0.0,200.246953
hackware1993/MagicIndicator,9805,12,9.187335,45,4333,278,103,5.0,4.0,4.535265,1.339806,1.0,0.569716,26.941748,3.0,79.461648
HarlonWang/AVLoadingIndicatorView,9769,1,9.859482,35,2196,171,92,3.565217,2.0,2.364129,1.782609,1.0,1.04646,6.75,0.0,42.844627
OpenFeign/feign,9729,39,12.186295,471,45664,11971,1247,5.134723,3.0,6.314609,1.682438,1.0,3.247946,13.266239,0.0,79.820654
YoKeyword/Fragmentation,9727,30,9.526764,125,9055,1606,284,5.232394,3.0,5.16466,1.707746,1.0,1.097287,15.116197,0.0,102.269394
lihengming/spring-boot-api-project-seed,9681,4,8.196032,13,564,71,15,5.0,4.0,4.675162,1.266667,1.0,0.798809,9.733333,0.0,18.671853
xuchengsheng/spring-reading,9678,0,1.967809,44,495,155,290,2.813793,3.0,2.17881,1.027586,1.0,0.164067,0.541379,0.0,3.20467
perwendel/spark,9659,0,14.331355,184,11306,6613,221,4.542986,3.0,4.734228,1.298643,1.0,0.781286,47.117647,0.0,408.472114
ksoichiro/Android-ObservableScrollView,9655,0,10.818363,147,11210,2829,335,5.014925,3.0,4.606337,1.967164,2.0,1.166702,7.570149,0.0,30.684999
react-native-camera/react-native-camera,9648,144,10.425692,0,0,0,0,,,,,,,,,
koral--/android-gif-drawable,9630,61,12.59125,43,3143,1494,64,6.15625,4.0,6.372607,1.65625,1.0,1.287532,59.734375,0.0,286.659925
bilibili/DanmakuFlameMaster,9602,5,12.061626,78,10381,1339,172,5.162791,3.0,6.120353,1.610465,1.0,1.374158,47.505814,1.0,158.937609
spinnaker/spinnaker,9573,13,11.171057,368,20633,6828,8193,6.596607,5.0,6.8959,1.570609,1.0,1.188497,14.253021,0.0,215.728309
liaohuqiu/android-Ultra-Pull-To-Refresh,9568,8,10.80599,50,5219,642,161,4.055901,2.0,4.38926,1.416149,1.0,0.754644,19.142857,0.0,138.956462
MyCATApache/Mycat-Server,9555,7,10.748545,1039,101853,31068,1291,4.89543,3.0,6.214816,1.294345,1.0,0.72076,78.487994,0.0,882.932227
umano/AndroidSlidingUpPanel,9505,8,12.258038,4,1924,916,17,4.941176,2.0,6.637682,1.352941,1.0,0.785905,132.0,0.0,373.94067
crossoverJie/cim,9441,9,7.28914,166,7600,1673,202,4.881188,4.0,4.863893,1.282178,1.0,0.742846,5.737624,0.0,16.737228
pockethub/PocketHub,9384,1,13.985814,191,9727,5210,212,6.575472,5.0,5.341331,1.481132,1.0,0.76327,9.042453,0.0,35.251743
Justson/AgentWeb,9353,21,8.311289,130,11361,2829,256,5.398438,3.0,7.348298,1.488281,1.0,0.997968,18.792969,0.0,99.162533
apache/cassandra,9350,0,16.287287,5913,924143,204634,12659,6.813018,5.0,8.032091,1.770598,1.0,1.815642,59.123548,1.0,1395.236078
huanghaibin-dev/CalendarView,9309,1,8.481093,94,13016,4203,176,6.568182,4.0,7.124678,2.159091,1.0,1.49197,53.181818,3.0,390.127951
seven332/EhViewer,9307,97,11.306008,290,43386,7906,601,7.144759,4.0,10.20036,1.821963,1.0,1.509939,45.262895,1.0,450.453842
GcsSloop/AndroidNote,9292,0,9.661952,3,368,85,8,4.875,1.0,5.986592,1.375,1.0,0.517549,8.125,3.0,12.744046
spring-projects/spring-security,9279,227,13.645754,1037,60874,33502,6739,7.303161,5.0,8.123213,1.250482,1.0,0.721051,10.621902,0.0,51.058413
android/testing-samples,9278,0,10.896266,36,1334,930,86,5.5,5.5,3.547161,1.348837,1.0,0.526195,3.151163,0.0,6.805737
json-path/JsonPath,9275,10,14.607712,198,17742,3430,368,4.557065,3.0,4.803156,1.486413,1.0,1.092371,29.290761,0.0,118.931779
cats-oss/android-gpuimage,9126,0,12.913567,96,8100,2600,153,2.960784,2.0,3.748478,2.156863,2.0,1.192728,11.300654,0.0,54.176015
flyway/flyway,9057,265,12.717979,719,42686,21818,726,5.969697,4.0,5.800515,1.504132,1.0,0.939176,53.195592,1.0,622.772077
didi/VirtualAPK,9042,4,8.179912,84,7263,1345,163,4.895706,3.0,6.168031,1.613497,1.0,1.428654,17.576687,1.0,66.279794
navasmdc/MaterialDesignLibrary,8975,3,10.925953,30,2882,247,82,4.536585,3.0,4.494702,1.817073,1.0,1.22855,6.756098,0.0,18.904935
apache/jmeter,8971,10,15.271834,1402,148730,68579,1719,5.494474,4.0,5.965544,1.998837,2.0,1.501648,62.11751,3.0,382.715792
KunMinX/Jetpack-MVVM-Best-Practice,8951,0,5.842024,71,4617,1781,119,4.840336,3.0,5.079008,1.621849,1.0,1.073499,12.0,0.0,68.967814
langchain4j/langchain4j,8864,51,2.204999,816,62430,14008,3175,6.08189,4.0,6.801088,1.183622,1.0,0.556213,17.540157,1.0,79.394123
Freelander/Android_Data,8842,0,10.417397,2,131,30,2,2.0,2.0,2.828427,1.0,1.0,0.0,3.0,3.0,4.242641
nathanmarz/storm,8811,0,13.962196,449,46306,11847,851,4.425382,3.0,5.148388,1.287897,1.0,0.925753,33.070505,1.0,133.14126
laobie/StatusBarUtil,8806,0,9.54933,12,1003,326,33,4.151515,3.0,3.527758,1.545455,1.0,0.832575,22.545455,0.0,124.492995
java-native-access/jna,8792,0,14.347595,576,90371,102782,2365,4.874419,3.0,6.61568,2.53277,2.0,4.977645,44.93277,0.0,515.453914
apache/seatunnel,8757,51,8.078403,635,44175,13108,4776,6.677136,5.0,7.035678,1.338777,1.0,0.647809,31.108459,0.0,398.367258
Blankj/awesome-java-leetcode,8717,0,8.378812,70,1913,939,72,1.680556,2.0,0.55224,1.0,1.0,0.0,1.166667,1.0,0.692007
chrisbanes/Android-PullToRefresh,8689,0,13.762096,36,3583,1535,82,6.02439,4.5,5.847814,2.109756,2.0,1.360883,55.841463,1.0,370.863606
flowable/flowable-engine,8684,28,8.889022,1002,96839,23071,8966,6.606737,4.0,9.480337,1.664845,1.0,1.045846,152.269239,1.0,2937.246692
ybq/Android-SpinKit,8664,0,9.455607,42,2100,311,71,4.816901,5.0,3.534766,3.169014,2.0,2.466842,21.521127,1.0,134.5702
checkstyle/checkstyle,8661,169,12.008036,0,0,0,0,,,,,,,,,
karatelabs/karate,8651,54,8.567709,509,46613,9281,584,6.630137,5.0,6.906892,1.205479,1.0,0.599231,115.275685,1.0,629.095965
apache/shenyu,8649,13,7.147642,1336,90850,70781,3661,5.854411,4.0,5.856839,1.218793,1.0,0.54716,17.972412,1.0,66.959759
shwenzhang/AndResGuard,8621,4,9.896045,43,6267,1149,66,3.530303,2.0,4.558069,1.5,1.0,0.863802,22.378788,1.5,44.337088
react-native-image-picker/react-native-image-picker,8584,142,10.237292,10,933,47,11,6.181818,4.0,6.431457,1.545455,2.0,0.522233,66.181818,1.0,211.240062
chrisjenx/Calligraphy,8571,4,11.704076,16,1031,569,25,5.72,5.0,5.062279,1.44,1.0,0.583095,11.36,3.0,26.944202
airbnb/epoxy,8563,76,9.067926,524,65753,11554,610,7.196721,5.0,6.334205,1.813115,2.0,1.072645,138.77377,1.0,320.179985
amitshekhariitbhu/Android-Debug-Database,8561,14,8.795139,54,2806,755,61,4.147541,4.0,3.802789,1.278689,1.0,0.520613,8.803279,0.0,22.79826
facebook/buck,8557,57,12.378545,0,0,0,0,,,,,,,,,
dropwizard/dropwizard,8553,188,14.620654,917,56756,9020,1384,5.96315,4.0,5.906669,1.515896,1.0,1.004563,18.833815,0.0,214.711742
junit-team/junit4,8535,13,16.637559,471,31232,7448,1471,3.868117,3.0,4.187966,1.46431,1.0,1.050389,12.961251,0.0,130.539318
frohoff/ysoserial,8495,1,10.597456,80,4461,980,120,5.458333,3.0,5.655214,1.341667,1.0,0.667314,8.891667,1.0,57.458468
google/tsunami-security-scanner,8459,27,5.249395,197,15079,4749,288,6.260417,5.0,6.140478,1.541667,1.0,0.950884,14.753472,0.5,54.019015
roughike/BottomBar,8393,4,9.467375,29,3083,477,66,4.909091,2.0,6.833689,1.287879,1.0,0.626717,61.666667,0.0,332.031942
hs-web/hsweb-framework,8382,30,9.625904,381,23063,5689,848,6.163915,4.0,6.182603,1.34434,1.0,1.094935,11.175708,0.0,40.218864
PojavLauncherTeam/PojavLauncher,8362,126,5.480852,291,32620,5770,402,6.233831,3.0,8.193121,1.410448,1.0,0.69065,124.731343,1.0,1599.12272
LSPosed/LSPatch,8359,9,4.50706,18,1298,31,146,4.342466,2.0,5.896157,1.349315,1.0,0.859771,23.876712,0.0,186.881223
DImuthuUpe/AndroidPdfViewer,8354,0,9.251674,41,3334,1058,57,4.947368,1.0,8.270907,1.245614,1.0,0.605944,76.789474,0.0,440.471449
ZCShou/GoGoGo,8338,8,3.750118,18,3773,278,48,7.708333,4.0,13.429023,1.458333,1.0,0.713348,12.875,1.0,46.098242
testcontainers/testcontainers-java,8310,85,10.394226,723,47202,7211,897,5.347826,4.0,4.881804,1.493868,1.0,0.886541,21.911929,1.0,186.817245
wildfirechat/im-server,8286,107,6.610218,593,94600,18785,1013,6.406713,3.0,8.066573,1.541955,1.0,2.490588,111.720632,1.0,448.013772
apache/beam,8281,52,9.584363,138,9946,3823,16229,7.415183,5.0,8.060861,1.53429,1.0,1.388981,19.636392,0.0,171.202277
apache/shardingsphere-elasticjob,8205,30,9.978217,155,4980,3440,596,5.463087,4.0,5.075926,1.154362,1.0,0.501759,3.192953,0.0,12.565179
pentaho/pentaho-kettle,8153,1,11.902131,3429,578538,146489,11016,6.010712,2.0,9.317893,1.279321,1.0,0.615545,83.049837,0.0,1226.636336
alibaba/atlas,8152,7,8.511294,1187,136584,135654,2194,5.63856,4.0,6.719593,1.435734,1.0,0.91734,29.88423,1.0,157.488393
alibaba/otter,8123,10,12.067421,888,62062,26871,1296,4.613426,3.0,5.383324,1.373457,1.0,0.746289,32.454475,1.0,252.543456
cabaletta/baritone,8119,85,7.089318,359,26203,11809,473,6.697674,4.0,8.283863,1.386892,1.0,0.808062,22.114165,1.0,128.125814
alibaba/transmittable-thread-local,8118,58,11.889542,122,7067,5161,155,5.587097,5.0,3.7326,1.432258,1.0,1.093186,12.354839,1.0,38.260851
florent37/MaterialViewPager,8115,11,10.360785,18,1619,381,44,4.545455,3.0,4.843862,1.295455,1.0,0.553196,9.386364,0.0,26.482303
guolindev/LitePal,8100,0,12.533561,129,12473,8420,201,5.00995,3.0,5.162354,1.651741,1.0,0.95818,49.447761,0.0,248.869863
HMCL-dev/HMCL,8086,256,10.200369,767,78223,17875,1312,6.808689,4.0,8.190848,1.692073,1.0,1.324992,35.884146,1.0,315.636343
bytedeco/javacv,8074,13,11.368776,111,24025,5125,223,6.125561,4.0,6.770526,2.130045,1.0,1.923338,133.991031,1.0,704.22588
aeron-io/aeron,8066,126,11.568246,916,179585,50348,1314,7.838661,4.0,10.027069,1.299848,1.0,0.913577,113.977169,0.0,1255.532014
aritraroy/UltimateAndroidReference,8065,0,8.398934,1,24,0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Netflix/SimianArmy,7985,4,13.158399,216,19286,8835,305,5.845902,4.0,7.313415,1.422951,1.0,0.77468,25.160656,3.0,112.005479
davemorrissey/subsampling-scale-image-view,7982,21,12.020052,33,3998,1140,72,5.625,3.5,6.619301,1.583333,1.0,0.884132,79.722222,0.0,641.019176
junixapp/XPopup,7961,221,6.739933,113,11637,2077,305,4.704918,3.0,6.320768,1.577049,1.0,1.127467,22.901639,0.0,135.877933
apache/tomcat,7936,0,13.923971,2745,364220,167297,4676,4.605646,3.0,5.836687,1.813516,1.0,1.670338,179.511121,0.0,4199.699758
JakeWharton/hugo,7931,0,11.771761,5,405,2,7,5.714286,7.0,4.231402,1.142857,1.0,0.377964,27.714286,6.0,43.522846
apache/iceberg,7917,30,6.788054,3208,553950,97944,4548,8.592348,6.0,8.296679,1.67788,1.0,1.673155,36.417986,2.0,172.541406
dropwizard/metrics,7853,138,15.515946,402,33588,4985,688,5.482558,4.0,4.648299,1.351744,1.0,0.775233,9.53343,0.0,39.272667
HannahMitt/HomeMirror,7845,0,10.031165,27,1490,607,66,2.727273,2.0,4.944447,1.075758,1.0,0.266638,5.348485,0.0,35.403386
software-mansion/react-native-svg,7807,123,9.627429,115,13963,2157,218,6.545872,5.0,7.0984,2.646789,1.0,7.130063,87.93578,1.0,235.362541
ChrisRM/material-theme-jetbrains,7798,17,9.945845,274,19630,9764,357,4.330532,3.0,4.943216,2.254902,2.0,1.449335,84.422969,1.0,634.42242
Graylog2/graylog2-server,7784,0,15.296724,590,42234,10400,7052,8.045661,6.0,8.871619,1.335791,1.0,0.715218,18.64152,1.0,102.040822
trello-archive/RxLifecycle,7696,22,10.123088,52,3559,815,81,6.432099,6.0,6.164289,1.654321,1.0,1.141934,1.407407,0.0,4.064412
goldze/MVVMHabit,7686,3,8.119312,138,9235,3347,319,3.583072,2.0,3.826237,1.272727,1.0,0.652216,15.76489,0.0,74.055082
vipshop/vjtools,7672,9,7.265276,232,18509,6076,379,3.134565,2.0,3.473306,1.277045,1.0,0.762741,26.300792,1.0,106.806403
Tencent/Shadow,7638,5,6.224697,104,4914,1802,674,4.244807,3.0,4.121232,1.784866,1.0,1.058333,17.332344,0.0,94.803179
krahets/LeetCode-Book,7628,0,3.710959,0,0,0,258,1.333333,1.0,0.932202,1.0,1.0,0.0,0.085271,0.0,0.491658
gedoor/MyBookshelf,7622,165,7.227553,330,50100,6315,669,6.334828,4.0,7.735427,1.469357,1.0,0.884516,58.662182,1.0,338.610404
lecho/hellocharts-android,7617,14,10.892918,107,9848,1844,153,6.30719,3.0,6.490156,1.522876,1.0,0.827846,40.294118,1.0,150.07445
google/android-classyshark,7587,17,9.893093,133,9285,2446,212,3.169811,2.0,3.566489,1.278302,1.0,0.925111,10.25,1.0,27.568936
PowerJob/PowerJob,7580,51,5.466484,664,31639,11520,755,5.745695,4.0,6.2166,1.184106,1.0,0.546764,5.137748,0.0,27.936687
google/closure-compiler,7564,0,11.382275,1241,493282,85308,2679,6.745054,5.0,8.067279,1.510265,1.0,1.260574,1274.865622,1.0,29993.683933
koush/AndroidAsync,7547,0,13.025905,203,16712,3066,543,3.61326,2.0,5.022603,1.532228,1.0,1.74647,19.440147,0.0,84.110275
kaushikgopal/RxJava-Android-Samples,7530,0,11.115138,40,3334,187,86,6.627907,3.0,7.152205,1.825581,1.0,0.960292,9.197674,3.0,25.348776
kevin-wayne/algs4,7501,0,10.008562,201,22844,28063,279,4.003584,4.0,2.506823,1.021505,1.0,0.168264,47.469534,0.0,263.518074
mapstruct/mapstruct,7479,35,13.266235,60,801,4177,4594,3.82586,2.0,4.894904,1.168916,1.0,0.581843,10.468437,0.0,71.061229
yuanguangxin/LeetCode,7467,0,5.645391,0,0,0,0,,,,,,,,,
swagger-api/swagger-core,7450,120,14.162993,952,70508,5945,1476,4.820461,3.0,6.877594,1.226287,1.0,0.604178,49.711382,0.0,740.87859
jeecgboot/jimureport,7441,29,5.745391,12,510,157,12,6.75,6.5,3.048845,1.083333,1.0,0.288675,2.333333,0.0,5.98989
enso-org/enso,7435,469,8.712656,1851,164116,22643,2522,6.375496,5.0,6.811085,1.693101,1.0,1.313956,35.943299,1.0,360.572543
lenve/VBlog,7421,0,7.686687,27,1054,136,29,4.551724,4.0,3.621229,1.034483,1.0,0.185695,29.068966,1.0,92.841236
dyc87112/SpringCloud-Learning,7402,0,9.03455,3,47,52,312,5.878205,4.0,5.841797,1.044872,1.0,0.262144,28.733974,1.0,87.777945
abel533/Mapper,7374,8,10.783196,389,21498,11423,458,5.056769,4.0,4.636107,1.242358,1.0,0.529436,36.176856,0.0,175.546877
leolin310148/ShortcutBadger,7356,0,11.79873,26,1183,240,31,5.290323,5.0,4.591249,1.16129,1.0,0.454369,3.483871,1.0,7.531582
Qihoo360/RePlugin,7341,19,8.237153,308,29985,17284,456,5.197368,3.0,6.257169,1.416667,1.0,0.677476,32.019737,0.0,182.824174
square/dagger,7302,0,13.084315,123,8893,3168,406,3.174877,3.0,2.94668,1.229064,1.0,0.716123,5.987685,0.0,45.362816
MinecraftForge/MinecraftForge,7295,0,13.593309,1031,74717,27361,1679,7.132222,6.0,9.612909,2.170935,1.0,2.976261,37.978559,1.0,503.207185
gunnarmorling/1brc,7291,0,1.682787,174,42217,7332,600,3.298333,3.0,2.6244,1.09,1.0,0.381413,7.58,1.0,23.526923
gocd/gocd,7285,86,11.722918,2122,201921,34906,5404,7.464656,5.0,9.242094,1.274426,1.0,0.752321,37.517209,0.0,363.508429
Bearded-Hen/Android-Bootstrap,7273,5,11.836748,65,12221,920,79,6.962025,3.0,8.321186,1.670886,1.0,0.858166,31.392405,2.0,77.891018
pedant/sweet-alert-dialog,7255,2,10.873732,6,920,29,16,4.375,1.5,5.536244,1.25,1.0,0.447214,31.0625,0.0,88.949775
crazycodeboy/TakePhoto,7243,15,10.083327,39,2531,773,55,5.054545,2.0,5.810011,1.254545,1.0,0.551704,10.890909,1.0,22.580451
Exrick/xmall,7232,0,8.101153,226,27806,1964,316,4.310127,3.0,5.414152,1.161392,1.0,0.416977,632.829114,13.0,2870.931222
geeeeeeeeek/WeChatLuckyMoney,7223,20,9.925661,13,1021,88,21,5.380952,3.0,5.123243,1.380952,1.0,0.497613,8.809524,1.0,18.424492
AntennaPod/AntennaPod,7212,62,13.091275,586,60034,4097,818,7.42176,5.0,8.940268,1.484108,1.0,0.782531,21.410758,1.0,106.388712
cymcsg/UltimateRecyclerView,7207,9,10.598,173,15277,4715,382,5.21466,3.0,6.046278,1.693717,1.0,1.083356,41.39267,0.0,268.31707
google/agera,7169,16,9.712429,143,14003,4372,290,6.327586,4.0,6.685697,1.241379,1.0,0.536242,14.844828,0.0,106.494733
NanoHttpd/nanohttpd,7158,3,13.062589,87,7525,3655,144,4.340278,3.0,4.361566,1.791667,1.0,1.563907,22.159722,1.0,88.26919
dependency-check/DependencyCheck,7157,85,12.997012,484,50388,33851,493,7.060852,5.0,7.659175,1.866126,2.0,1.001183,60.032454,3.0,321.627769
didi/KnowStreaming,7141,23,5.458739,909,47390,7651,934,7.195931,4.0,8.052291,1.819058,1.0,1.093889,10.32227,0.0,44.611578
ogaclejapan/SmartTabLayout,7101,0,10.550434,22,1920,673,45,6.355556,4.0,5.776738,1.644444,1.0,0.98062,9.711111,1.0,27.891529
JakeWharton/ActionBarSherlock,7076,32,14.492249,158,25335,11115,427,6.283372,4.0,7.111241,1.95082,1.0,1.565448,63.398126,0.0,264.278912
Alluxio/alluxio,7065,61,12.698928,2860,324649,119524,4027,6.90663,5.0,8.367474,1.483486,1.0,1.485286,30.658803,1.0,238.172748
naman14/Timber,7057,5,10.226763,164,20568,3314,453,5.399558,3.0,6.679893,1.461369,1.0,0.815467,19.748344,0.0,171.85483
Genymobile/gnirehtet,7053,12,8.562231,55,4436,1062,81,3.765432,2.0,3.59608,1.185185,1.0,0.527046,14.296296,1.0,35.251399
google/error-prone,7038,57,11.033663,2006,283245,49972,3137,7.810966,5.0,13.658986,1.534906,1.0,1.08803,25.484539,0.0,336.764754
NLPchina/elasticsearch-sql,7033,272,11.026476,236,36286,3858,276,9.601449,6.0,19.73388,2.083333,1.0,1.500404,190.199275,1.0,1272.441199
h2pl/JavaTutorial,7029,1,7.341156,3,20,9,3,0.333333,0.0,0.57735,1.0,1.0,0.0,0.333333,0.0,0.57735
rest-assured/rest-assured,7019,0,14.868348,507,42096,27336,704,5.241477,4.0,5.837651,1.198864,1.0,0.455969,106.024148,0.0,586.406324
