repo,stars,releases,age_years,files,code,comment,n_classes,cbo_mean,cbo_median,cbo_std,dit_mean,dit_median,dit_std,lcom_mean,lcom_median,lcom_std
lingochamp/okdownload,5247,8,7.711634,201,21854,6247,343,6.443149,4.0,6.846829,1.265306,1.0,0.777718,35.259475,0.0,204.23397
zfdang/Android-Touch-Helper,5242,112,4.881538,15,1810,219,55,4.127273,3.0,5.17134,1.181818,1.0,0.389249,1.945455,0.0,8.444631
Yalantis/Side-Menu.Android,5241,2,10.638073,8,461,23,18,3.888889,2.0,5.200553,1.222222,1.0,0.427793,4.111111,0.0,10.476241
thinkaurelius/titan,5241,0,13.519695,904,74510,15362,1594,5.864492,3.0,8.65292,1.369511,1.0,0.80619,20.505646,1.0,117.232088
razerdp/BasePopup,5233,15,9.634157,267,27717,4201,568,5.887324,3.0,6.571381,1.695423,1.0,1.208661,34.294014,1.0,226.371882
lucasr/twoway-view,5226,0,12.621905,18,3359,414,51,6.078431,4.0,5.792558,1.823529,1.0,1.211708,86.588235,1.0,429.292822
Doikki/DKVideoPlayer,5224,32,8.396872,236,20683,3435,377,5.32626,2.0,6.287202,1.591512,1.0,0.845974,46.753316,0.0,392.834172
huangyanbin/smartTable,5220,44,7.819228,150,13493,3112,364,5.126374,2.0,7.641446,1.18956,1.0,0.457326,25.928571,0.0,203.919515
alibaba/QLExpress,5220,17,8.469984,289,15359,1921,330,5.866667,3.0,10.934196,1.409091,1.0,0.642404,38.993939,2.0,286.584912
cinit/QAuxiliary,5218,48,3.594152,330,43368,9423,518,7.650579,5.0,7.882816,1.324324,1.0,0.565811,42.279923,1.0,255.703922
rubenlagus/TelegramBots,5217,107,9.637272,108,9525,1396,761,10.39816,11.0,6.466549,2.203679,1.0,1.791585,10.420499,0.0,81.656432
Karumi/Dexter,5215,33,9.794581,48,2173,1090,80,4.425,3.0,5.252546,1.2,1.0,0.560289,4.15,0.0,14.592438
Clans/FloatingActionButton,5209,14,10.454476,9,2635,129,47,4.638298,2.0,7.3763,1.382979,1.0,0.767639,139.680851,0.0,691.843759
GeyserMC/Geyser,5205,0,6.155505,1086,79340,40035,1209,8.239041,6.0,10.673973,1.965261,1.0,1.549552,34.641853,1.0,465.689528
liquibase/liquibase,5205,103,14.155191,1496,117279,19437,1742,6.832951,4.0,7.595321,1.795637,2.0,0.914258,65.482778,3.0,560.214062
pmd/pmd,5194,107,13.145162,3020,157804,51854,4081,5.726538,4.0,8.490606,2.053173,2.0,2.572548,43.452095,1.0,592.501366
citerus/dddsample-core,5187,0,10.587404,144,6716,1214,157,7.089172,5.0,6.526451,1.127389,1.0,0.489978,7.031847,0.0,23.419644
hustcc/JS-Sorting-Algorithm,5186,0,8.62023,12,427,100,12,3.583333,3.0,3.679386,1.0,1.0,0.0,2.833333,0.5,4.468747
remkop/picocli,5185,86,8.584063,412,74438,12730,2940,3.003741,2.0,4.956598,1.111565,1.0,1.474451,58.913605,0.0,970.417667
dunwu/db-tutorial,5177,0,8.070498,176,12664,3049,209,5.205742,4.0,5.16467,1.181818,1.0,0.550746,32.607656,0.0,181.500978
tonikelope/megabasterd,5160,208,8.926264,61,21073,1060,201,2.761194,1.0,4.402577,1.487562,1.0,1.330825,85.721393,0.0,378.927172
android/views-widgets-samples,5154,0,5.990747,77,6998,2694,152,4.019737,2.0,4.271375,1.730263,1.0,1.184728,7.013158,0.0,21.03324
square/otto,5149,0,13.183371,29,1736,816,85,2.435294,1.0,3.129914,1.388235,1.0,0.874154,3.552941,0.0,14.621011
careercup/ctci,5147,0,12.451919,298,12659,719,311,1.958199,2.0,1.468438,1.118971,1.0,0.434771,5.096463,1.0,17.874573
j-easy/easy-rules,5146,10,12.482991,136,5917,4729,162,5.092593,4.0,3.566242,1.314815,1.0,0.65439,7.62963,1.0,23.508922
novicezk/midjourney-proxy,5135,0,2.361261,79,3793,264,90,5.9,5.0,5.724087,1.244444,1.0,0.546924,5.811111,0.0,14.409652
Fuzion24/JustTrustMe,5134,1,11.110289,2,503,65,27,2.555556,1.0,4.449143,1.185185,1.0,0.483341,2.703704,0.0,9.067333
reactor/reactor-core,5133,210,9.814104,1003,205153,48263,2245,7.190646,7.0,8.202876,1.682405,1.0,1.63225,121.605345,1.0,2142.734746
brianfrankcooper/YCSB,5131,55,15.373451,233,25570,9953,236,7.050847,3.0,7.547689,1.635593,1.0,0.751342,7.851695,0.0,19.5204
bitcoinj/bitcoinj,5129,14,11.788728,435,54516,25538,623,7.163724,4.0,10.877519,1.730337,1.0,2.737349,89.235955,0.0,697.161395
LWJGL/lwjgl3,5119,21,12.693689,6227,859980,460330,9930,6.762336,6.0,7.899504,2.376334,2.0,1.248007,970.636254,91.0,19646.570882
runelite/runelite,5105,0,9.341974,1850,490501,231303,3794,3.614918,1.0,7.119121,1.221666,1.0,0.734553,25.85029,0.0,867.381691
CellularPrivacy/Android-IMSI-Catcher-Detector,5089,48,11.777147,105,11259,2958,251,5.059761,3.0,6.8621,1.330677,1.0,0.661978,4.964143,0.0,16.362479
deathmarine/Luyten,5086,17,12.146656,31,5609,277,129,2.348837,1.0,4.124339,1.542636,1.0,1.591028,15.449612,0.0,65.417525
zhanglei-workspace/shopping-management-system,5085,0,9.79736,0,0,0,97,3.515464,3.0,3.591406,1.360825,1.0,0.664354,76.329897,3.0,592.768763
hneemann/Digital,5084,35,9.180798,1085,81659,27794,1817,5.047881,4.0,5.764124,1.683544,1.0,1.729034,13.253715,0.0,95.596838
natario1/CameraView,5084,42,8.127656,242,23617,6433,534,5.597378,3.0,8.069403,1.374532,1.0,0.736471,34.762172,0.0,335.637935
fast-excel/fastexcel,5070,5,0.91043,577,31311,10648,626,6.452077,5.0,5.945225,1.34984,1.0,0.792348,29.58147,1.0,336.719074
jindrapetrik/jpexs-decompiler,5069,172,11.316358,2596,368334,170193,4056,5.872041,3.0,12.120161,1.923323,1.0,2.35343,57.62574,1.0,598.982305
oshi/oshi,5068,165,13.561917,540,43246,14852,671,5.599106,4.0,6.121794,1.590164,1.0,1.240062,31.643815,1.0,124.335367
OpenTSDB/opentsdb,5061,27,15.019673,412,114495,27945,958,7.139875,4.0,7.67817,1.283925,1.0,0.801496,64.875783,0.0,365.983358
sofastack/sofa-boot,5060,82,7.421409,661,36291,19060,1181,5.15326,3.0,5.45624,1.198137,1.0,0.534913,17.818798,0.0,246.22313
diffplug/spotless,5058,35,10.352426,598,40776,13328,905,4.973481,4.0,4.257654,1.744751,1.0,1.279535,13.724862,1.0,94.831922
wequick/Small,5050,25,9.767388,85,6364,1417,185,3.805405,2.0,4.962355,1.475676,1.0,0.827977,20.167568,0.0,143.298332
xuexiangjys/XUI,5041,23,6.654867,872,95532,38328,1656,5.732488,3.0,6.436607,1.65942,1.0,0.944986,52.740942,1.0,352.169574
spring-projects/spring-authorization-server,5040,80,5.462818,150,8713,3150,679,10.251841,7.0,10.201649,1.394698,1.0,0.822096,16.692194,0.0,96.666509
baomidou/dynamic-datasource,5037,18,7.350902,145,5979,3847,178,5.11236,4.0,4.681827,1.140449,1.0,0.484149,2.359551,0.0,8.133417
Exrick/xpay,5029,0,7.72443,20,1742,300,21,6.428571,5.0,6.881653,1.0,1.0,0.0,93.428571,1.0,288.504692
killbill/killbill,5019,150,12.865575,1686,195056,38219,2443,8.661482,6.0,10.079517,1.794924,1.0,1.101383,28.265248,1.0,124.022144
yipianfengye/android-zxingLibrary,5018,0,9.105241,34,2170,826,52,4.711538,3.0,5.709766,1.326923,1.0,0.584813,5.634615,0.0,15.308627
Trinea/android-common,5017,1,13.206561,77,6651,5746,110,4.436364,3.0,4.228621,1.245455,1.0,0.623491,43.063636,1.0,150.88499
youlookwhat/DesignPattern,5011,0,8.866707,169,3162,1204,197,2.538071,2.0,3.609062,1.279188,1.0,0.449743,1.426396,0.0,4.555879
jankotek/mapdb,5010,0,13.044155,121,18436,4494,263,3.239544,2.0,4.115651,2.022814,1.0,3.553228,81.847909,0.0,452.758871
rubensousa/GravitySnapHelper,5005,14,9.006744,4,650,242,8,6.375,4.5,5.878229,1.75,1.5,0.886405,57.875,1.0,154.095923
tianshiyeben/wgcloud,5004,29,6.633642,116,7130,2556,118,6.042373,3.0,7.749711,1.194915,1.0,0.397825,34.542373,9.5,49.617967
2227324689/gpmall,5000,0,6.128495,420,12785,4946,424,4.978774,3.0,5.964198,1.360849,1.0,0.644654,8.169811,0.0,43.341292
youlookwhat/CloudReader,4995,26,8.784458,181,17385,3462,492,4.75,3.0,5.516915,1.455285,1.0,0.92269,19.412602,0.0,84.247348
line/armeria,4994,260,9.798366,3777,370504,128743,6426,6.454248,5.0,6.558175,1.321973,1.0,0.865674,33.44071,0.0,255.750528
DingMouRen/LayoutManagerGroup,4992,0,7.349846,28,2252,980,63,4.952381,3.0,4.327066,1.571429,2.0,0.530194,9.142857,0.0,38.801753
orhanobut/dialogplus,4989,9,10.725888,17,1045,294,29,5.241379,3.0,6.294301,1.034483,1.0,0.185695,57.862069,0.0,255.174691
spring-attic/spring-mvc-showcase,4987,0,14.251532,58,2268,44,58,5.172414,5.0,3.685619,1.206897,1.0,0.449507,9.448276,0.0,23.868185
alibaba/UltraViewPager,4985,10,8.431099,15,1688,665,24,5.208333,2.0,6.852351,1.375,1.0,0.494535,58.375,0.0,124.88214
apache/ignite,4979,0,10.537137,273,15560,11534,21069,5.62656,3.0,8.882398,1.654231,1.0,1.386831,494.405809,0.0,64508.438626
JodaOrg/joda-time,4975,50,14.300674,330,88362,44913,557,8.578097,6.0,8.18951,2.283662,2.0,1.872357,295.294434,10.0,784.564756
frogermcs/InstaMaterial,4970,1,10.812411,25,2394,74,80,4.7875,2.0,6.377758,1.5375,1.0,0.85601,9.9375,0.0,29.582472
killme2008/aviatorscript,4963,52,14.43255,407,41969,11564,524,4.635496,3.0,6.710823,1.498092,1.0,0.776074,60.982824,1.0,379.856697
Devlight/NavigationTabBar,4951,13,9.430932,11,2649,241,58,4.017241,2.0,6.0102,1.310345,1.0,0.568374,57.5,0.5,389.275406
bisq-network/bisq,4943,142,11.478763,2515,234573,57686,3715,7.495828,4.0,9.473437,1.749933,1.0,1.168687,30.017497,0.0,362.578086
amitshekhariitbhu/RxJava2-Android-Samples,4943,0,9.017589,61,3723,418,185,3.664865,2.0,4.374594,1.254054,1.0,0.460738,6.286486,0.0,41.731922
react-native-linear-gradient/react-native-linear-gradient,4939,18,10.426512,11,547,102,19,5.157895,4.0,3.387283,1.631579,1.0,0.760886,10.684211,1.0,23.30487
spring-cloud/spring-cloud-netflix,4930,24,11.146792,142,10013,2813,264,7.208333,6.0,6.769295,1.215909,1.0,0.532921,85.806818,0.0,897.929382
apache/calcite,4928,0,11.191597,2543,460670,153220,5648,7.658817,5.0,10.227374,1.703789,1.0,2.097729,384.071884,1.0,7973.415001
lugg/react-native-config,4920,30,9.527746,11,482,94,23,4.565217,4.0,3.057421,1.391304,1.0,0.656376,1.956522,1.0,3.295703
roncoo/roncoo-pay,4917,0,9.119527,384,23830,15030,394,5.205584,3.0,6.222414,1.281726,1.0,0.657175,62.936548,3.0,312.800351
traex/RippleEffect,4914,0,10.886949,7,579,158,19,3.421053,2.0,5.091559,1.368421,1.0,0.495595,23.157895,0.0,98.769801
javastacks/spring-boot-best-practice,4907,0,6.816582,174,3651,707,176,4.744318,4.0,3.442171,1.090909,1.0,0.342641,3.119318,0.0,27.044355
Ramotion/folding-cell-android,4905,0,9.422416,11,888,193,21,4.142857,2.0,4.519798,1.333333,1.0,0.483046,13.380952,0.0,37.521296
querydsl/querydsl,4904,35,14.080056,2121,118922,43598,3232,5.204208,3.0,6.190748,1.987314,1.0,2.138972,42.900681,0.0,572.84546
DiUS/java-faker,4894,0,14.244983,213,8429,1162,225,4.115556,4.0,6.382522,1.448889,1.0,0.49849,40.746667,0.0,391.206162
PBH-BTN/PeerBanHelper,4888,143,1.569924,534,34904,2437,619,6.373183,4.0,8.039626,1.324717,1.0,0.703357,16.06462,0.0,52.41318
Docile-Alligator/Infinity-For-Reddit,4880,180,7.105806,617,93892,4420,1588,6.93073,4.0,10.865865,1.551637,1.0,2.392064,30.837531,1.0,314.797045
cglib/cglib,4872,15,11.431752,212,15187,4346,498,3.216867,1.0,5.344204,1.532129,1.0,1.159326,261.797189,0.0,5178.170997
orientechnologies/orientdb,4862,224,12.731461,4008,547749,62303,5049,6.477718,4.0,9.063976,1.60923,1.0,0.923158,309.383046,1.0,15938.013493
rstudio/rstudio,4859,0,14.738464,2672,296139,68825,7007,4.892679,2.0,10.01078,1.27758,1.0,0.633663,352.183388,0.0,12486.592425
react-native-webrtc/react-native-webrtc,4858,81,9.934473,39,4129,715,67,6.119403,4.0,9.421964,1.149254,1.0,0.359028,8.716418,0.0,29.372119
reactive-streams/reactive-streams-jvm,4855,0,11.511211,64,8839,2601,459,3.122004,3.0,2.646233,1.276688,1.0,0.798279,20.335512,0.0,127.962436
Sayi/poi-tl,4842,14,10.457877,379,24975,6476,525,6.493333,4.0,7.964045,1.205714,1.0,0.527458,89.655238,0.0,1507.196998
fuzhengwei/small-spring,4841,0,4.303265,413,15313,6239,375,3.472,2.0,4.017161,1.250667,1.0,0.828047,12.704,0.0,64.736656
allure-framework/allure2,4833,78,9.268816,241,14215,5056,269,6.05948,4.0,5.638702,1.304833,1.0,0.789397,11.60223,1.0,38.456432
nextcloud/android,4829,259,9.240606,310,53934,9157,505,9.29901,4.0,14.789787,1.687129,1.0,1.165447,114.764356,1.0,694.837567
mcxiaoke/packer-ng-plugin,4825,1,9.776456,23,1825,408,31,2.806452,2.0,2.441575,1.387097,1.0,0.882323,18.645161,1.0,41.441966
andkulikov/Transitions-Everywhere,4807,23,10.885344,79,9440,4338,193,6.870466,5.0,6.074092,1.678756,1.0,1.346452,25.720207,0.0,223.419179
claritylab/lucida,4798,0,11.30816,173,22538,12015,268,6.548507,5.0,7.543723,1.61194,1.0,0.86903,23.518657,1.0,74.216277
TheoKanning/openai-java,4790,22,4.966184,144,4637,1839,165,5.387879,4.0,8.234067,1.084848,1.0,0.372959,15.551515,0.0,182.875221
mock-server/mockserver,4789,0,12.516813,995,139476,13653,1109,7.273219,5.0,7.594425,1.687106,1.0,1.113758,95.822362,1.0,1163.34985
saiwu-bigkoo/Android-ConvenientBanner,4776,0,10.696137,17,917,234,29,4.827586,3.0,5.359031,1.448276,1.0,0.685889,7.793103,1.0,20.153658
ronmamo/reflections,4767,3,12.381499,59,4596,1020,197,2.771574,1.0,5.4458,1.152284,1.0,0.502197,13.659898,0.0,71.364908
tuguangquan/mybatis,4763,0,10.833184,918,43465,19155,1039,3.73436,2.0,5.17243,1.304139,1.0,0.821139,21.467757,0.0,204.210654
apache/maven,4758,26,16.287153,430,49779,16742,3671,5.548352,3.0,13.712473,1.553528,1.0,0.836046,46.173522,1.0,583.277556
etsy/AndroidStaggeredGrid,4753,7,11.73224,13,3596,848,36,5.861111,3.0,6.586362,1.861111,1.5,1.417297,155.888889,0.5,666.973239
nisrulz/android-tips-tricks,4749,0,9.021685,1,24,0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
kyleduo/SwitchButton,4748,0,10.983482,8,1469,108,27,4.37037,2.0,6.215045,1.407407,1.0,0.636049,82.481481,0.0,416.885003
spring-cloud/spring-cloud-gateway,4731,34,8.7943,33,3254,667,1219,6.902379,5.0,7.577914,1.371616,1.0,0.782956,16.398687,0.0,140.475051
firebase/FirebaseUI-Android,4731,66,10.152752,203,17272,3050,284,9.788732,7.0,8.418246,1.957746,1.0,1.668131,12.338028,1.0,34.470531
google/cameraview,4724,0,9.080901,24,2794,681,72,4.833333,3.0,5.312754,1.263889,1.0,0.581234,12.125,0.0,34.166509
hongyangAndroid/baseAdapter,4723,0,10.08597,30,2004,120,50,4.88,3.0,4.85563,1.32,1.0,0.551066,18.28,0.0,77.353427
zq2599/blog_demos,4716,0,8.401971,265,12867,4381,1819,4.019241,3.0,4.318732,1.19901,1.0,0.682952,15.142386,0.0,120.666056
hansonwang99/Spring-Boot-In-Action,4714,0,6.596806,107,2888,1221,134,3.865672,3.0,3.339873,1.119403,1.0,0.425587,6.007463,0.0,15.6087
zlt2000/microservices-platform,4701,30,6.49342,340,11994,5020,351,6.356125,5.0,5.731737,1.250712,1.0,0.585387,6.435897,0.0,31.272001
micrometer-metrics/micrometer,4701,270,8.397323,1206,94158,39688,1938,5.705366,4.0,6.567342,1.288442,1.0,0.653714,19.846749,0.0,135.925629
spring-attic/spring-security-oauth,4701,0,14.106137,209,10482,5715,999,6.064064,4.0,6.466183,1.602603,1.0,1.569765,13.399399,0.0,72.779237
jgilfelt/chuck,4700,5,8.566813,26,1898,420,42,5.833333,4.0,6.532906,1.380952,1.0,0.660834,55.738095,0.5,281.548424
pardom-zz/ActiveAndroid,4680,0,12.797441,47,3436,1034,62,5.435484,3.0,5.54156,1.741935,1.0,1.023262,22.080645,3.0,80.107571
SPLWare/esProc,4665,0,3.814836,1911,419791,98865,2650,6.680377,5.0,7.575623,2.170566,2.0,1.520578,97.753208,1.0,877.768586
wdullaer/MaterialDateTimePicker,4661,54,10.664484,44,8248,1869,73,6.589041,5.0,7.414018,1.465753,1.0,0.625437,127.630137,1.0,461.745466
saysky/ForestBlog,4660,0,7.902474,86,3425,2057,86,5.104651,3.0,5.26482,1.069767,1.0,0.256249,12.686047,0.0,46.04378
cjlin1/libsvm,4658,0,11.979239,10,3770,166,34,3.264706,1.5,4.040018,1.352941,1.0,0.8836,19.617647,0.0,100.043631
stleary/JSON-java,4658,24,14.700294,72,15420,7875,91,3.186813,2.0,4.825654,1.21978,1.0,0.628971,365.725275,3.0,1570.521428
Heeexy/SpringBoot-Shiro-Vue,4648,0,7.792577,28,950,414,27,5.777778,6.0,4.901596,1.407407,1.0,0.971092,9.444444,0.0,30.62846
gabrielemariotti/cardslib,4646,27,11.951014,266,29877,15441,811,5.901356,4.0,6.108293,2.177559,1.0,2.038043,18.620222,0.0,104.382458
romandanylyk/PageIndicatorView,4640,14,9.035492,55,3921,195,72,5.513889,4.0,5.553816,1.5,1.0,0.712069,22.805556,1.0,161.995708
bytedeco/javacpp,4635,13,11.368898,195,26447,7419,215,5.911628,5.0,6.981725,2.009302,2.0,1.24176,151.139535,1.0,382.456997
deepjavalibrary/djl,4633,35,5.845528,1474,115388,59362,1666,6.518007,5.0,5.594933,1.465186,1.0,0.974905,133.031212,3.0,1688.242146
gsantner/markor,4627,76,8.021949,155,28087,4241,328,6.890244,4.0,9.826951,1.503049,1.0,0.986138,132.356707,1.0,1009.618981
oracle/opengrok,4625,293,12.65306,899,86917,44080,1137,5.314864,3.0,6.787084,1.633245,1.0,1.295327,78.568162,1.0,1081.860857
Netflix/ribbon,4617,41,12.632376,315,23338,7333,710,4.385915,2.0,5.972464,1.266197,1.0,0.661972,13.377465,0.0,99.926665
981011512/--,4613,0,5.207593,132,6905,1736,5069,3.541921,2.0,7.169478,2.910831,2.0,52.984726,440.426317,0.0,5564.685931
bepass-org/oblivion,4613,12,1.568185,31,2729,212,58,5.637931,4.0,6.037015,1.482759,1.0,0.706893,11.62069,0.5,46.81911
TGX-Android/Telegram-X,4612,5,4.044649,1091,402144,27500,2885,9.468631,4.0,19.489519,1.422877,1.0,0.874213,544.440208,1.0,8407.715782
SplashCodes/JAViewer,4610,10,9.28585,74,6078,1170,179,5.787709,4.0,6.352003,1.597765,1.0,0.91504,11.648045,0.0,73.794614
apache/rocketmq-externals,4606,0,8.472912,221,14288,5202,275,5.749091,4.0,5.901159,1.250909,1.0,0.55922,16.450909,0.0,88.281362
yasserg/crawler4j,4606,3,13.673024,71,5311,2353,83,5.277108,4.0,5.709028,1.313253,1.0,0.561525,55.891566,1.0,331.066864
chewiebug/GCViewer,4583,5,13.86351,227,23353,4194,291,5.274914,4.0,4.803019,2.164948,1.0,2.335692,49.044674,1.0,236.706048
CalebFenton/simplify,4580,9,11.629856,228,21042,1331,311,8.987138,8.0,7.413142,1.37299,1.0,0.767764,20.742765,0.0,75.981097
puniverse/quasar,4578,18,12.436424,545,50514,26786,1349,3.386953,2.0,5.114999,1.497405,1.0,1.170622,35.997035,0.0,433.680647
RedSpider1/concurrent,4577,0,6.832161,0,0,0,0,,,,,,,,,
chentao0707/SimplifyReader,4571,0,10.047019,265,32970,15509,632,4.556962,2.0,7.015937,1.387658,1.0,0.890186,60.294304,0.0,341.914831
javagrowing/JGrowing,4568,0,6.518666,0,0,0,19,1.526316,1.0,1.678902,1.0,1.0,0.0,1.947368,1.0,4.40295
rememberber/WePush,4567,58,8.196154,217,25059,3716,276,6.811594,2.5,7.882363,1.57971,1.0,1.468761,25.177536,1.0,111.700448
angryip/ipscan,4566,31,14.182474,234,13088,2893,383,4.986945,3.0,4.813521,1.665796,1.0,1.63023,4.151436,0.0,12.472506
zhanghai/Douya,4563,11,9.586449,723,50622,9635,1244,5.603698,4.0,6.353468,1.625402,1.0,1.087276,28.39791,1.0,198.598958
dromara/dynamic-tp,4555,19,3.653201,273,13067,8927,566,4.842756,4.0,4.360118,1.289753,1.0,0.671124,17.742049,0.0,138.798934
go-lang-plugin-org/go-lang-idea-plugin,4551,21,15.013486,820,54235,13820,1132,8.120141,6.0,8.870403,2.073322,2.0,1.327434,110.029152,3.0,2012.336186
objectbox/objectbox-java,4550,48,8.606668,300,25026,12715,392,5.127551,4.0,5.219387,1.755102,1.0,1.847435,103.660714,0.0,485.827993
discord-jda/JDA,4549,110,9.726054,1209,99798,85342,1343,8.85108,6.0,12.413763,1.822785,1.0,1.189191,127.267312,3.0,1223.021338
square/sqlbrite,4548,9,10.537521,32,3574,1013,106,4.698113,2.0,5.878402,1.358491,1.0,0.770759,4.301887,0.0,27.941493
charles2gan/GDA-android-reversing-Tool,4545,40,7.84032,16,632,50,16,2.5625,2.5,1.459166,1.0,1.0,0.0,57.375,0.0,228.16803
danielzeller/Depth-LIB-Android-,4544,0,9.351463,58,3776,238,108,3.787037,2.0,4.604043,1.212963,1.0,0.433437,13.351852,0.0,54.515421
jdamcd/android-crop,4538,6,11.475945,12,1607,319,31,4.290323,1.0,5.562934,1.387097,1.0,0.667204,26.483871,0.0,80.434185
SuperMonster003/AutoJs6,4535,20,3.755771,1073,112129,21539,1768,5.149887,3.0,6.557019,1.464932,1.0,0.877895,37.233597,1.0,200.58494
alibaba/dexposed,4531,0,10.179051,18,2203,938,36,2.916667,2.0,3.237062,1.694444,1.0,1.348426,82.833333,0.0,424.414252
JZ-Darkal/AndroidHttpCapture,4527,1,8.88213,179,16456,5132,317,4.712934,3.0,6.567776,1.416404,1.0,0.797613,37.003155,0.0,259.304614
hussien89aa/AndroidTutorialForBeginners,4526,0,8.934513,83,4540,852,129,4.511628,4.0,4.653823,1.496124,1.0,0.730197,2.744186,0.0,6.917233
castorflex/SmoothProgressBar,4520,9,11.765002,19,2140,104,48,4.854167,3.0,5.002083,1.229167,1.0,0.472187,26.3125,0.0,95.339295
Flipboard/bottomsheet,4518,10,10.363555,19,2191,655,68,4.897059,3.0,5.907596,1.367647,1.0,0.667014,27.661765,0.0,176.515832
tiann/epic,4518,5,8.284471,100,5175,1349,149,3.228188,3.0,5.287825,1.624161,1.0,0.825903,30.395973,1.0,219.898988
azkaban/azkaban,4514,48,12.875994,1010,114815,31462,1283,6.47233,4.0,8.117784,1.352299,1.0,0.797207,35.840218,1.0,172.518041
ant-media/Ant-Media-Server,4512,64,8.50835,875,117707,45123,1189,5.716569,2.0,9.456683,1.325484,1.0,0.726505,183.491169,1.0,2599.012498
phishman3579/java-algorithms-implementation,4509,0,11.78611,185,25317,6418,439,3.710706,3.0,3.663425,1.583144,1.0,2.173268,7.050114,0.0,24.608389
zhkl0228/unidbg,4504,15,6.517797,804,79632,1703,1722,5.254936,4.0,6.582206,1.607433,1.0,1.302709,26.631243,0.0,238.107614
HotBitmapGG/bilibili-android-client,4499,1,9.256211,220,25941,2869,559,4.921288,3.0,6.313571,1.817531,1.0,1.17118,42.790698,3.0,173.102724
zongzibinbin/MallChat,4483,0,2.467884,424,15156,5377,444,6.236486,5.0,6.556951,1.202703,1.0,0.464925,4.439189,0.0,14.946508
JakeWharton/NineOldAndroids,4478,0,13.736342,47,6436,3852,138,4.289855,2.0,4.358401,1.434783,1.0,0.714363,30.144928,0.0,108.071992
Meituan-Dianping/Robust,4459,13,8.472542,37,3041,615,42,3.52381,2.0,3.624026,1.261905,1.0,0.543679,17.357143,3.5,35.64857
janishar/android-mvp-architecture,4446,0,8.598665,98,5028,1707,146,5.815068,3.0,6.530568,1.383562,1.0,0.807382,14.109589,0.0,36.023579
square/android-times-square,4439,0,12.589103,17,2347,311,47,4.553191,4.0,5.656118,1.234043,1.0,0.597559,25.87234,0.0,134.508545
h2database/h2database,4437,23,10.398973,1225,238267,69812,1674,6.016726,4.0,10.481804,2.057945,2.0,1.535275,176.35006,3.0,1600.458246
linhaojun857/aurora,4437,0,3.040257,299,9871,31,299,7.287625,6.0,6.591958,1.117057,1.0,0.361313,7.257525,0.0,80.090116
dreamhead/moco,4427,1,12.875129,518,22868,234,577,5.819757,5.0,5.758034,1.538995,1.0,0.853275,34.656846,1.0,360.831471
Tencent/GT,4414,3,9.638838,563,54352,17070,1042,3.90691,2.0,5.15597,1.297505,1.0,0.661682,13.777351,0.0,80.869128
water8394/flink-recommandSystem-demo,4413,0,6.304429,67,2225,391,77,3.727273,3.0,3.778876,1.077922,1.0,0.269807,6.402597,1.0,15.620718
airbnb/DeepLinkDispatch,4407,24,10.228983,32,10541,607,25,6.28,5.0,5.248174,1.48,1.0,0.509902,88.64,0.0,256.626655
jacoco/jacoco,4401,49,13.152954,654,42879,19517,941,4.256111,3.0,4.440299,1.432519,1.0,0.697232,12.609989,0.0,79.992193
apache/shiro,4400,14,16.012839,853,43211,40468,1024,5.024414,3.0,5.210373,1.786133,1.0,1.611349,19.719727,1.0,80.232218
IoT-Technology/IoT-Technical-Guide,4399,0,6.422846,286,7376,1302,294,4.085034,3.0,4.327416,1.248299,1.0,0.491824,3.163265,0.0,12.064129
Freeyourgadget/Gadgetbridge,4397,0,10.658594,1,1347,26,4367,5.413556,3.0,8.647962,1.839249,2.0,1.446334,38.961072,1.0,336.5142
robinhood/ticker,4389,9,9.133803,18,1697,507,31,4.612903,4.0,4.758693,1.322581,1.0,0.701764,27.612903,0.0,110.131036
flutter-webrtc/flutter-webrtc,4369,132,7.493283,53,8777,694,90,6.633333,3.0,11.484675,1.222222,1.0,0.683313,36.655556,0.0,211.176914
Ashok-Varma/BottomNavigation,4365,16,9.457133,17,2325,992,30,7.533333,5.5,7.815693,1.433333,1.0,0.727932,69.266667,4.5,162.135944
awangdev/leet-code,4355,0,10.357896,948,54999,31692,0,,,,,,,,,
pytorch/serve,4347,24,5.91892,219,23883,1352,251,5.800797,3.0,7.263619,1.466135,1.0,0.899916,63.916335,3.0,327.665373
eirslett/frontend-maven-plugin,4321,0,12.009332,72,4546,430,99,5.59596,3.0,6.2465,1.727273,1.0,0.945647,7.050505,1.0,28.254085
jeasonlzy/ImagePicker,4315,5,9.599757,35,3644,791,76,5.828947,3.0,6.270328,1.486842,1.0,0.774483,23.078947,0.0,115.569865
mywalkb/LSPosed_mod,4311,10,3.435142,232,22993,4771,447,5.574944,3.0,7.230857,1.624161,1.0,1.264254,50.201342,0.0,327.869963
bingoogolapple/BGARefreshLayout-Android,4311,4,10.267884,50,5257,1044,162,5.148148,3.0,5.5708,1.407407,1.0,0.752268,9.796296,1.0,42.536377
booklore-app/booklore,4302,85,0.720585,509,32877,1016,582,7.95189,5.0,7.291408,1.037801,1.0,0.216244,12.393471,0.0,61.833863
kermitt2/grobid,4292,22,12.970196,395,72802,12100,563,5.287744,3.0,7.312957,1.25222,1.0,0.590833,133.952043,0.0,2012.404412
